,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
52,52,52,52,52,52,rocha,12,UY,1579714338,44,-34.48,-54.33,83.84,14.76
53,53,53,53,53,53,port blair,84,CD,1579714338,75,-7.03,29.76,76.51,0.74
54,54,54,54,54,54,jackson,90,US,1579714287,93,42.42,-122.83,43.0,1.79
55,55,55,55,55,55,isla mujeres,12,PH,1579714338,83,15.89,120.3,65.62,3.11
56,56,56,56,56,56,talnakh,40,RU,1579714339,76,69.49,88.4,-9.4,24.61
57,57,57,57,57,57,ouro preto do oeste,100,BR,1579714339,96,-27.34,-51.61,57.92,7.14
58,58,58,58,58,58,katsuura,75,JP,1579713852,72,35.13,140.3,45.0,3.36
59,59,59,59,59,59,dikson,100,RU,1579714339,90,73.51,80.55,-14.22,15.57
60,60,60,60,60,60,kodiak,1,US,1579713855,73,57.79,-152.41,23.0,7.65
61,61,61,61,61,61,teguldet,61,RU,1579714339,95,57.31,88.17,6.06,6.35
62,62,62,62,62,62,marawi,39,PH,1579714015,88,8.0,124.29,77.0,1.01
63,63,63,63,63,63,ust-tsilma,100,RU,1579714415,96,65.44,52.15,12.15,0.49
64,64,64,64,64,64,vaini,75,TO,1579714415,94,-21.2,-175.2,73.4,2.24
65,65,65,65,65,65,kruisfontein,100,ZA,1579714415,92,-34.0,24.73,60.13,4.47
